"s","A1","A2","A3","A4","B1","B2","B3","B4"
0.39269908169872414,0.43288999730189853,0,0,0.901446753966069,-0.496957418380746,0.2689514167663817,0,-0.825044519850717
0.39793506945470714,0.4340524065592568,0,0,0.9008876224924602,-0.49517026415691007,0.26857037473710804,0,-0.8262423151281622
0.4031710572106901,0.4351608983199575,0,0,0.9003527045404858,-0.49338216002489116,0.26819451462130517,0,-0.827433227817336
0.4084070449666731,0.43621632333807286,0,0,0.899841830130948,-0.4915930616391614,0.26782379945662954,0,-0.8286173267515294
0.41364303272265607,0.43721948701618124,0,0,0.8993548355200561,-0.4898029243374505,0.26745819251557745,0,-0.8297946797652911
0.41887902047863906,0.43817115068266044,0,0,0.8988915633764917,-0.4880117031573276,0.26709765730576734,0,-0.8309653536960824
0.4241150082346221,0.43907203279301504,0,0,0.8984518629392503,-0.48621935285168705,0.26674215756971176,0,-0.8321294143866936
0.42935099599060506,0.4399228100580293,0,0,0.8980355901581223,-0.48442582790322414,0.2663916572841185,0,-0.8332869266883386
0.43458698374658805,0.4407241185013676,0,0,0.8976426078184973,-0.48263108253798676,0.2660461206587603,0,-0.834437954464342
0.4398229715025711,0.4414765544490791,0,0,0.8972727856520387,-0.4808350707380783,0.26570551213494803,0,-0.8355825605943511
0.445058959258554,0.442180675453305,0,0,0.8969260004346284,-0.4790377462535786,0.26536979638363667,0,-0.8367208069790062
0.45029494701453704,0.44283700115233415,0,0,0.8966021360728555,-0.4772390626137489,0.26503893830319514,0,-0.8378527545450126
0.45553093477052,0.44344601406900125,0,0,0.896301083680208,-0.4754389731375767,0.2647129030168629,0,-0.8389784632505602
0.460766922526503,0.4440081603492798,0,0,0.89602274164401,-0.4736374309437129,0.264391655869917,0,-0.8400979920910434
0.466002910282486,0.4445238504427814,0,0,0.8957670156840581,-0.4718343889598512,0.26407516242657175,0,-0.8412113991050427
0.47123889803846897,0.4449934597267355,0,0,0.8955338189038033,-0.47002979993159355,0.26376338846662833,0,-0.8423187413805231
